"A","B"
12671,12727
12671,13192
12673,12675
12673,12679
12673,12681
12673,12683
12673,12685
12673,12687
12673,12689
12673,12691
12673,12693
12673,12699
12673,12701
12673,12703
12673,12707
12673,12709
12673,12711
12673,12717
12673,12719
12673,12723
12673,12725
12673,12727
12673,13192
12675,12679
12675,12681
12675,12683
12675,12685
12675,12687
12675,12689
12675,12691
12675,12693
12675,12699
12675,12701
12675,12703
12675,12707
12675,12709
12675,12711
12675,12717
12675,12719
12675,12723
12675,12725
12675,12727
12675,13192
12679,12681
12679,12683
12679,12685
12679,12687
12679,12689
12679,12691
12679,12693
12679,12699
12679,12701
12679,12703
12679,12707
12679,12709
12679,12711
12679,12717
12679,12719
12679,12723
12679,12725
12679,12727
12679,13192
12681,12683
12681,12685
12681,12687
12681,12689
12681,12691
12681,12693
12681,12699
12681,12701
12681,12703
12681,12707
12681,12709
12681,12711
12681,12717
12681,12719
12681,12723
12681,12725
12681,12727
12681,13192
12683,12685
12683,12687
12683,12689
12683,12691
12683,12693
12683,12699
12683,12701
12683,12703
12683,12707
12683,12709
12683,12711
12683,12717
12683,12719
12683,12723
12683,12725
12683,12727
12683,13192
12685,12687
12685,12689
12685,12691
12685,12693
12685,12699
12685,12701
12685,12703
12685,12707
12685,12709
12685,12711
12685,12717
12685,12719
12685,12723
12685,12725
12685,12727
12685,13192
12687,12689
12687,12691
12687,12693
12687,12699
12687,12701
12687,12703
12687,12707
12687,12709
12687,12711
12687,12717
12687,12719
12687,12723
12687,12725
12687,12727
12687,13192
12689,12691
12689,12693
12689,12699
12689,12701
12689,12703
12689,12707
12689,12709
12689,12711
12689,12717
12689,12719
12689,12723
12689,12725
12689,12727
12689,13192
12691,12693
12691,12699
12691,12701
12691,12703
12691,12707
12691,12709
12691,12711
12691,12717
12691,12719
12691,12723
12691,12725
12691,12727
12691,13192
12693,12699
12693,12701
12693,12703
12693,12707
12693,12709
12693,12711
12693,12717
12693,12719
12693,12723
12693,12725
12693,12727
12693,13192
12699,12701
12699,12703
12699,12707
12699,12709
12699,12711
12699,12717
12699,12719
12699,12723
12699,12725
12699,12727
12699,13192
12701,12703
12701,12707
12701,12709
12701,12711
12701,12717
12701,12719
12701,12723
12701,12725
12701,12727
12701,13192
12703,12707
12703,12709
12703,12711
12703,12717
12703,12719
12703,12723
12703,12725
12703,12727
12703,13192
12707,12709
12707,12711
12707,12717
12707,12719
12707,12723
12707,12725
12707,12727
12707,13192
12709,13192
12711,13192
12717,13192
12719,13192
12723,13192
12725,13192
12727,13192
1004,11421
1004,11427
1004,12079
1004,12081
1004,12083
1004,12085
11421,11466
11421,11468
11421,11470
11421,11472
11421,11474
11421,11476
11421,11726
11421,11728
11421,11730
11421,11732
11421,11734
11421,12079
11421,12081
11421,12083
11421,12085
11421,12089
11421,12093
11421,12138
11421,12140
11421,12142
11421,12146
11421,12148
11421,12150
11421,12152
11421,12176
11421,12178
11421,12182
11421,12186
11421,12188
11421,12192
11421,12608
11421,12610
11421,12612
11421,13037
11421,13039
11421,13041
11421,13043
11421,13045
11421,13051
11421,13053
11421,13176
11421,13178
11421,13180
11421,13182
11427,11466
11427,11468
11427,11470
11427,11472
11427,11474
11427,11476
11427,11726
11427,11728
11427,11730
11427,11732
11427,11734
11427,12079
11427,12081
11427,12083
11427,12085
11427,12089
11427,12093
11427,12138
11427,12140
11427,12142
11427,12146
11427,12148
11427,12150
11427,12152
11427,12176
11427,12178
11427,12182
11427,12186
11427,12188
11427,12192
11427,12608
11427,12610
11427,12612
11427,13037
11427,13039
11427,13041
11427,13043
11427,13045
11427,13051
11427,13053
11427,13176
11427,13178
11427,13180
11427,13182
11466,12079
11466,12081
11466,12083
11466,12085
11468,12079
11468,12081
11468,12083
11468,12085
11470,12079
11470,12081
11470,12083
11470,12085
11472,12079
11472,12081
11472,12083
11472,12085
11474,12079
11474,12081
11474,12083
11474,12085
11476,12079
11476,12081
11476,12083
11476,12085
11726,12079
11726,12081
11726,12083
11726,12085
11728,12079
11728,12081
11728,12083
11728,12085
11730,12079
11730,12081
11730,12083
11730,12085
11732,12079
11732,12081
11732,12083
11732,12085
11734,12079
11734,12081
11734,12083
11734,12085
12079,12081
12079,12083
12079,12085
12079,12089
12079,12093
12079,12138
12079,12140
12079,12142
12079,12146
12079,12148
12079,12150
12079,12152
12079,12176
12079,12178
12079,12182
12079,12186
12079,12188
12079,12192
12079,12608
12079,12610
12079,12612
12079,13037
12079,13039
12079,13041
12079,13043
12079,13045
12079,13051
12079,13053
12079,13176
12079,13178
12079,13180
12079,13182
12081,12089
12081,12093
12081,12138
12081,12140
12081,12142
12081,12146
12081,12148
12081,12150
12081,12152
12081,12176
12081,12178
12081,12182
12081,12186
12081,12188
12081,12192
12081,12608
12081,12610
12081,12612
12081,13037
12081,13039
12081,13041
12081,13043
12081,13045
12081,13051
12081,13053
12081,13176
12081,13178
12081,13180
12081,13182
12083,12089
12083,12093
12083,12138
12083,12140
12083,12142
12083,12146
12083,12148
12083,12150
12083,12152
12083,12176
12083,12178
12083,12182
12083,12186
12083,12188
12083,12192
12083,12608
12083,12610
12083,12612
12083,13037
12083,13039
12083,13041
12083,13043
12083,13045
12083,13051
12083,13053
12083,13176
12083,13178
12083,13180
12083,13182
12085,12089
12085,12093
12085,12138
12085,12140
12085,12142
12085,12146
12085,12148
12085,12150
12085,12152
12085,12176
12085,12178
12085,12182
12085,12186
12085,12188
12085,12192
12085,12608
12085,12610
12085,12612
12085,13037
12085,13039
12085,13041
12085,13043
12085,13045
12085,13051
12085,13053
12085,13176
12085,13178
12085,13180
12085,13182
35629,12705
35629,13023
12705,13023
1005,1051
1005,4664
1005,27514
1005,33604
1005,33606
1005,33608
1005,33610
1005,7826
1005,43978
1005,43980
1005,11298
1005,11312
1005,11336
1005,14297
1005,14345
1005,14347
1005,14349
1005,14353
1005,14355
1005,14359
1005,14361
1005,14386
1005,14390
1005,14394
1005,14396
1005,14398
1005,14402
1005,14404
1005,14408
1005,14410
1005,14412
1005,14414
1005,14416
1005,14418
1005,14420
1005,14422
1005,14424
1005,14426
1005,14428
1005,14432
1005,14436
1005,14438
1005,14442
1005,14444
1005,14446
1005,14448
1005,14450
1005,21370
1005,21372
1005,21374
1005,21376
1005,21378
1005,21380
1005,21382
1005,21384
1051,4664
1051,27514
1051,33604
1051,33606
1051,33608
1051,33610
1051,7826
1051,43978
1051,43980
1051,11298
1051,11312
1051,11336
1051,14289
1051,14291
1051,14293
1051,14295
1051,14297
1051,14299
1051,14301
1051,14307
1051,14309
1051,14311
1051,14315
1051,14317
1051,14319
1051,14321
1051,14325
1051,14327
1051,14329
1051,14331
1051,14333
1051,14335
1051,14341
1051,14345
1051,14347
1051,14349
1051,14351
1051,14353
1051,14355
1051,14359
1051,14361
1051,14386
1051,14390
1051,14394
1051,14396
1051,14398
1051,14402
1051,14404
1051,14408
1051,14410
1051,14412
1051,14414
1051,14416
1051,14418
1051,14420
1051,14422
1051,14424
1051,14426
1051,14428
1051,14432
1051,14436
1051,14438
1051,14442
1051,14444
1051,14446
1051,14448
1051,14450
1051,14452
1051,14456
1051,14458
1051,14460
1051,14462
1051,14466
1051,14468
1051,14470
1051,14474
1051,21370
1051,21372
1051,21374
1051,21376
1051,21378
1051,21380
1051,21382
1051,21384
4664,27514
4664,33604
4664,33606
4664,33608
4664,33610
4664,7826
4664,43978
4664,43980
4664,11298
4664,11312
4664,11336
4664,14289
4664,14291
4664,14293
4664,14295
4664,14297
4664,14299
4664,14301
4664,14307
4664,14309
4664,14311
4664,14315
4664,14317
4664,14319
4664,14321
4664,14325
4664,14327
4664,14329
4664,14331
4664,14333
4664,14335
4664,14341
4664,14345
4664,14347
4664,14349
4664,14351
4664,14353
4664,14355
4664,14359
4664,14361
4664,14386
4664,14390
4664,14394
4664,14396
4664,14398
4664,14402
4664,14404
4664,14408
4664,14410
4664,14412
4664,14414
4664,14416
4664,14418
4664,14420
4664,14422
4664,14424
4664,14426
4664,14428
4664,14432
4664,14436
4664,14438
4664,14442
4664,14444
4664,14446
4664,14448
4664,14450
4664,14452
4664,14456
4664,14458
4664,14460
4664,14462
4664,14466
4664,14468
4664,14470
4664,14474
4664,21370
4664,21372
4664,21374
4664,21376
4664,21378
4664,21380
4664,21382
4664,21384
27514,33604
27514,33606
27514,33608
27514,33610
27514,7826
27514,43978
27514,43980
27514,11298
27514,11312
27514,11336
27514,14289
27514,14291
27514,14293
27514,14295
27514,14297
27514,14299
27514,14301
27514,14307
27514,14309
27514,14311
27514,14315
27514,14317
27514,14319
27514,14321
27514,14325
27514,14327
27514,14329
27514,14331
27514,14333
27514,14335
27514,14341
27514,14345
27514,14347
27514,14349
27514,14351
27514,14353
27514,14355
27514,14359
27514,14361
27514,14386
27514,14390
27514,14394
27514,14396
27514,14398
27514,14402
27514,14404
27514,14408
27514,14410
27514,14412
27514,14414
27514,14416
27514,14418
27514,14420
27514,14422
27514,14424
27514,14426
27514,14428
27514,14432
27514,14436
27514,14438
27514,14442
27514,14444
27514,14446
27514,14448
27514,14450
27514,14452
27514,14456
27514,14458
27514,14460
27514,14462
27514,14466
27514,14468
27514,14470
27514,14474
27514,21370
27514,21372
27514,21374
27514,21376
27514,21378
27514,21380
27514,21382
27514,21384
33604,33606
33604,33608
33604,33610
33604,7826
33604,43978
33604,43980
33604,11298
33604,11312
33604,11336
33604,14289
33604,14291
33604,14293
33604,14295
33604,14297
33604,14299
33604,14301
33604,14307
33604,14309
33604,14311
33604,14315
33604,14317
33604,14319
33604,14321
33604,14325
33604,14327
33604,14329
33604,14331
33604,14333
33604,14335
33604,14341
33604,14345
33604,14347
33604,14349
33604,14351
33604,14353
33604,14355
33604,14359
33604,14361
33604,14386
33604,14390
33604,14394
33604,14396
33604,14398
33604,14402
33604,14404
33604,14408
33604,14410
33604,14412
33604,14414
33604,14416
33604,14418
33604,14420
33604,14422
33604,14424
33604,14426
33604,14428
33604,14432
33604,14436
33604,14438
33604,14442
33604,14444
33604,14446
33604,14448
33604,14450
33604,14452
33604,14456
33604,14458
33604,14460
33604,14462
33604,14466
33604,14468
33604,14470
33604,14474
33604,21370
33604,21372
33604,21374
33604,21376
33604,21378
33604,21380
33604,21382
33604,21384
33606,33608
33606,33610
33606,7826
33606,43978
33606,43980
33606,11298
33606,11312
33606,11336
33606,14289
33606,14291
33606,14293
33606,14295
33606,14297
33606,14299
33606,14301
33606,14307
33606,14309
33606,14311
33606,14315
33606,14317
33606,14319
33606,14321
33606,14325
33606,14327
33606,14329
33606,14331
33606,14333
33606,14335
33606,14341
33606,14345
33606,14347
33606,14349
33606,14351
33606,14353
33606,14355
33606,14359
33606,14361
33606,14386
33606,14390
33606,14394
33606,14396
33606,14398
33606,14402
33606,14404
33606,14408
33606,14410
33606,14412
33606,14414
33606,14416
33606,14418
33606,14420
33606,14422
33606,14424
33606,14426
33606,14428
33606,14432
33606,14436
33606,14438
33606,14442
33606,14444
33606,14446
33606,14448
33606,14450
33606,14452
33606,14456
33606,14458
33606,14460
33606,14462
33606,14466
33606,14468
33606,14470
33606,14474
33606,21370
33606,21372
33606,21374
33606,21376
33606,21378
33606,21380
33606,21382
33606,21384
33608,33610
33608,7826
33608,43978
33608,43980
33608,11298
33608,11312
33608,11336
33608,14289
33608,14291
33608,14293
33608,14295
33608,14297
33608,14299
33608,14301
33608,14307
33608,14309
33608,14311
33608,14315
33608,14317
33608,14319
33608,14321
33608,14325
33608,14327
33608,14329
33608,14331
33608,14333
33608,14335
33608,14341
33608,14345
33608,14347
33608,14349
33608,14351
33608,14353
33608,14355
33608,14359
33608,14361
33608,14386
33608,14390
33608,14394
33608,14396
33608,14398
33608,14402
33608,14404
33608,14408
33608,14410
33608,14412
33608,14414
33608,14416
33608,14418
33608,14420
33608,14422
33608,14424
33608,14426
33608,14428
33608,14432
33608,14436
33608,14438
33608,14442
33608,14444
33608,14446
33608,14448
33608,14450
33608,14452
33608,14456
33608,14458
33608,14460
33608,14462
33608,14466
33608,14468
33608,14470
33608,14474
33608,21370
33608,21372
33608,21374
33608,21376
33608,21378
33608,21380
33608,21382
33608,21384
33610,7826
33610,43978
33610,43980
33610,11298
33610,11312
33610,11336
33610,14289
33610,14291
33610,14293
33610,14295
33610,14297
33610,14299
33610,14301
33610,14307
33610,14309
33610,14311
33610,14315
33610,14317
33610,14319
33610,14321
33610,14325
33610,14327
33610,14329
33610,14331
33610,14333
33610,14335
33610,14341
33610,14345
33610,14347
33610,14349
33610,14351
33610,14353
33610,14355
33610,14359
33610,14361
33610,14386
33610,14390
33610,14394
33610,14396
33610,14398
33610,14402
33610,14404
33610,14408
33610,14410
33610,14412
33610,14414
33610,14416
33610,14418
33610,14420
33610,14422
33610,14424
33610,14426
33610,14428
33610,14432
33610,14436
33610,14438
33610,14442
33610,14444
33610,14446
33610,14448
33610,14450
33610,14452
33610,14456
33610,14458
33610,14460
33610,14462
33610,14466
33610,14468
33610,14470
33610,14474
33610,21370
33610,21372
33610,21374
33610,21376
33610,21378
33610,21380
33610,21382
33610,21384
7826,43978
7826,43980
7826,11298
7826,11312
7826,14289
7826,14291
7826,14293
7826,14295
7826,14297
7826,14299
7826,14301
7826,14307
7826,14309
7826,14311
7826,14315
7826,14317
7826,14319
7826,14321
7826,14325
7826,14327
7826,14329
7826,14331
7826,14333
7826,14335
7826,14341
7826,14345
7826,14347
7826,14349
7826,14351
7826,14353
7826,14355
7826,14359
7826,14361
7826,14386
7826,14390
7826,14394
7826,14396
7826,14398
7826,14402
7826,14404
7826,14408
7826,14410
7826,14412
7826,14414
7826,14416
7826,14418
7826,14420
7826,14422
7826,14424
7826,14426
7826,14428
7826,14432
7826,14436
7826,14438
7826,14442
7826,14444
7826,14446
7826,14448
7826,14450
7826,14452
7826,14456
7826,14458
7826,14460
7826,14462
7826,14466
7826,14468
7826,14470
7826,14474
7826,21370
7826,21372
7826,21374
7826,21376
7826,21378
7826,21380
7826,21382
7826,21384
43978,43980
43978,11298
43978,11312
43978,11336
43978,14289
43978,14291
43978,14293
43978,14295
43978,14297
43978,14299
43978,14301
43978,14307
43978,14309
43978,14311
43978,14315
43978,14317
43978,14319
43978,14321
43978,14325
43978,14327
43978,14329
43978,14331
43978,14333
43978,14335
43978,14341
43978,14345
43978,14347
43978,14349
43978,14351
43978,14353
43978,14355
43978,14359
43978,14361
43978,14386
43978,14390
43978,14394
43978,14396
43978,14398
43978,14402
43978,14404
43978,14408
43978,14410
43978,14412
43978,14414
43978,14416
43978,14418
43978,14420
43978,14422
43978,14424
43978,14426
43978,14428
43978,14432
43978,14436
43978,14438
43978,14442
43978,14444
43978,14446
43978,14448
43978,14450
43978,14452
43978,14456
43978,14458
43978,14460
43978,14462
43978,14466
43978,14468
43978,14470
43978,14474
43978,21370
43978,21372
43978,21374
43978,21376
43978,21378
43978,21380
43978,21382
43978,21384
43980,11298
43980,11312
43980,11336
43980,14289
43980,14291
43980,14293
43980,14295
43980,14297
43980,14299
43980,14301
43980,14307
43980,14309
43980,14311
43980,14315
43980,14317
43980,14319
43980,14321
43980,14325
43980,14327
43980,14329
43980,14331
43980,14333
43980,14335
43980,14341
43980,14345
43980,14347
43980,14349
43980,14351
43980,14353
43980,14355
43980,14359
43980,14361
43980,14386
43980,14390
43980,14394
43980,14396
43980,14398
43980,14402
43980,14404
43980,14408
43980,14410
43980,14412
43980,14414
43980,14416
43980,14418
43980,14420
43980,14422
43980,14424
43980,14426
43980,14428
43980,14432
43980,14436
43980,14438
43980,14442
43980,14444
43980,14446
43980,14448
43980,14450
43980,14452
43980,14456
43980,14458
43980,14460
43980,14462
43980,14466
43980,14468
43980,14470
43980,14474
43980,21370
43980,21372
43980,21374
43980,21376
43980,21378
43980,21380
43980,21382
43980,21384
11298,11312
11298,11336
11298,14289
11298,14291
11298,14293
11298,14295
11298,14297
11298,14299
11298,14301
11298,14307
11298,14309
11298,14311
11298,14315
11298,14317
11298,14319
11298,14321
11298,14325
11298,14327
11298,14329
11298,14331
11298,14333
11298,14335
11298,14341
11298,14345
11298,14347
11298,14349
11298,14351
11298,14353
11298,14355
11298,14359
11298,14361
11298,14386
11298,14390
11298,14394
11298,14396
11298,14398
11298,14402
11298,14404
11298,14408
11298,14410
11298,14412
11298,14414
11298,14416
11298,14418
11298,14420
11298,14422
11298,14424
11298,14426
11298,14428
11298,14432
11298,14436
11298,14438
11298,14442
11298,14444
11298,14446
11298,14448
11298,14450
11298,14452
11298,14456
11298,14458
11298,14460
11298,14462
11298,14466
11298,14468
11298,14470
11298,14474
11298,21370
11298,21372
11298,21374
11298,21376
11298,21378
11298,21380
11298,21382
11298,21384
11312,11336
11312,14289
11312,14291
11312,14293
11312,14295
11312,14297
11312,14299
11312,14301
11312,14307
11312,14309
11312,14311
11312,14315
11312,14317
11312,14319
11312,14321
11312,14325
11312,14327
11312,14329
11312,14331
11312,14333
11312,14335
11312,14341
11312,14345
11312,14347
11312,14349
11312,14351
11312,14353
11312,14355
11312,14359
11312,14361
11312,14386
11312,14390
11312,14394
11312,14396
11312,14398
11312,14402
11312,14404
11312,14408
11312,14410
11312,14412
11312,14414
11312,14416
11312,14418
11312,14420
11312,14422
11312,14424
11312,14426
11312,14428
11312,14432
11312,14436
11312,14438
11312,14442
11312,14444
11312,14446
11312,14448
11312,14450
11312,14452
11312,14456
11312,14458
11312,14460
11312,14462
11312,14466
11312,14468
11312,14470
11312,14474
11312,21370
11312,21372
11312,21374
11312,21376
11312,21378
11312,21380
11312,21382
11312,21384
11336,14289
11336,14291
11336,14293
11336,14295
11336,14297
11336,14299
11336,14301
11336,14307
11336,14309
11336,14311
11336,14315
11336,14317
11336,14319
11336,14321
11336,14325
11336,14327
11336,14329
11336,14331
11336,14333
11336,14335
11336,14341
11336,14345
11336,14347
11336,14349
11336,14351
11336,14353
11336,14355
11336,14359
11336,14361
11336,14386
11336,14390
11336,14394
11336,14396
11336,14398
11336,14402
11336,14404
11336,14408
11336,14410
11336,14412
11336,14414
11336,14416
11336,14418
11336,14420
11336,14422
11336,14424
11336,14426
11336,14428
11336,14432
11336,14436
11336,14438
11336,14442
11336,14444
11336,14446
11336,14448
11336,14450
11336,14452
11336,14456
11336,14458
11336,14460
11336,14462
11336,14466
11336,14468
11336,14470
11336,14474
11336,21370
11336,21372
11336,21374
11336,21376
11336,21378
11336,21380
11336,21382
11336,21384
14289,14297
14289,14345
14289,14347
14289,14349
14289,14353
14289,14355
14289,14359
14289,14361
14289,14386
14289,14390
14289,14394
14289,14396
14289,14398
14289,14402
14289,14404
14289,14408
14289,14410
14289,14412
14289,14414
14289,14416
14289,14418
14289,14420
14289,14422
14289,14424
14289,14426
14289,14428
14289,14432
14289,14436
14289,14438
14289,14442
14289,14444
14289,14446
14289,14448
14289,14450
14289,21370
14289,21372
14289,21374
14289,21376
14289,21378
14289,21380
14289,21382
14289,21384
14291,14297
14291,14345
14291,14347
14291,14349
14291,14353
14291,14355
14291,14359
14291,14361
14291,14386
14291,14390
14291,14394
14291,14396
14291,14398
14291,14402
14291,14404
14291,14408
14291,14410
14291,14412
14291,14414
14291,14416
14291,14418
14291,14420
14291,14422
14291,14424
14291,14426
14291,14428
14291,14432
14291,14436
14291,14438
14291,14442
14291,14444
14291,14446
14291,14448
14291,14450
14291,21370
14291,21372
14291,21374
14291,21376
14291,21378
14291,21380
14291,21382
14291,21384
14293,14297
14293,14345
14293,14347
14293,14349
14293,14353
14293,14355
14293,14359
14293,14361
14293,14386
14293,14390
14293,14394
14293,14396
14293,14398
14293,14402
14293,14404
14293,14408
14293,14410
14293,14412
14293,14414
14293,14416
14293,14418
14293,14420
14293,14422
14293,14424
14293,14426
14293,14428
14293,14432
14293,14436
14293,14438
14293,14442
14293,14444
14293,14446
14293,14448
14293,14450
14293,21370
14293,21372
14293,21374
14293,21376
14293,21378
14293,21380
14293,21382
14293,21384
14295,14297
14295,14345
14295,14347
14295,14349
14295,14353
14295,14355
14295,14359
14295,14361
14295,14386
14295,14390
14295,14394
14295,14396
14295,14398
14295,14402
14295,14404
14295,14408
14295,14410
14295,14412
14295,14414
14295,14416
14295,14418
14295,14420
14295,14422
14295,14424
14295,14426
14295,14428
14295,14432
14295,14436
14295,14438
14295,14442
14295,14444
14295,14446
14295,14448
14295,14450
14295,21370
14295,21372
14295,21374
14295,21376
14295,21378
14295,21380
14295,21382
14295,21384
14297,14299
14297,14301
14297,14307
14297,14309
14297,14311
14297,14315
14297,14317
14297,14319
14297,14321
14297,14325
14297,14327
14297,14329
14297,14331
14297,14333
14297,14335
14297,14341
14297,14345
14297,14347
14297,14349
14297,14351
14297,14353
14297,14355
14297,14359
14297,14361
14297,14386
14297,14390
14297,14394
14297,14396
14297,14398
14297,14402
14297,14404
14297,14408
14297,14410
14297,14412
14297,14414
14297,14416
14297,14418
14297,14420
14297,14422
14297,14424
14297,14426
14297,14428
14297,14432
14297,14436
14297,14438
14297,14442
14297,14444
14297,14446
14297,14448
14297,14450
14297,14452
14297,14456
14297,14458
14297,14460
14297,14462
14297,14466
14297,14468
14297,14470
14297,14474
14297,21370
14297,21372
14297,21374
14297,21376
14297,21378
14297,21380
14297,21382
14297,21384
14299,14345
14299,14347
14299,14349
14299,14353
14299,14355
14299,14359
14299,14361
14299,14386
14299,14390
14299,14394
14299,14396
14299,14398
14299,14402
14299,14404
14299,14408
14299,14410
14299,14412
14299,14414
14299,14416
14299,14418
14299,14420
14299,14422
14299,14424
14299,14426
14299,14428
14299,14432
14299,14436
14299,14438
14299,14442
14299,14444
14299,14446
14299,14448
14299,14450
14299,21370
14299,21372
14299,21374
14299,21376
14299,21378
14299,21380
14299,21382
14299,21384
14301,14345
14301,14347
14301,14349
14301,14353
14301,14355
14301,14359
14301,14361
14301,14386
14301,14390
14301,14394
14301,14396
14301,14398
14301,14402
14301,14404
14301,14408
14301,14410
14301,14412
14301,14414
14301,14416
14301,14418
14301,14420
14301,14422
14301,14424
14301,14426
14301,14428
14301,14432
14301,14436
14301,14438
14301,14442
14301,14444
14301,14446
14301,14448
14301,14450
14301,21370
14301,21372
14301,21374
14301,21376
14301,21378
14301,21380
14301,21382
14301,21384
14307,14345
14307,14347
14307,14349
14307,14353
14307,14355
14307,14359
14307,14361
14307,14386
14307,14390
14307,14394
14307,14396
14307,14398
14307,14402
14307,14404
14307,14408
14307,14410
14307,14412
14307,14414
14307,14416
14307,14418
14307,14420
14307,14422
14307,14424
14307,14426
14307,14428
14307,14432
14307,14436
14307,14438
14307,14442
14307,14444
14307,14446
14307,14448
14307,14450
14307,21370
14307,21372
14307,21374
14307,21376
14307,21378
14307,21380
14307,21382
14307,21384
14309,14345
14309,14347
14309,14349
14309,14353
14309,14355
14309,14359
14309,14361
14309,14386
14309,14390
14309,14394
14309,14396
14309,14398
14309,14402
14309,14404
14309,14408
14309,14410
14309,14412
14309,14414
14309,14416
14309,14418
14309,14420
14309,14422
14309,14424
14309,14426
14309,14428
14309,14432
14309,14436
14309,14438
14309,14442
14309,14444
14309,14446
14309,14448
14309,14450
14309,21370
14309,21372
14309,21374
14309,21376
14309,21378
14309,21380
14309,21382
14309,21384
14311,14345
14311,14347
14311,14349
14311,14353
14311,14355
14311,14359
14311,14361
14311,14386
14311,14390
14311,14394
14311,14396
14311,14398
14311,14402
14311,14404
14311,14408
14311,14410
14311,14412
14311,14414
14311,14416
14311,14418
14311,14420
14311,14422
14311,14424
14311,14426
14311,14428
14311,14432
14311,14436
14311,14438
14311,14442
14311,14444
14311,14446
14311,14448
14311,14450
14311,21370
14311,21372
14311,21374
14311,21376
14311,21378
14311,21380
14311,21382
14311,21384
14315,14345
14315,14347
14315,14349
14315,14353
14315,14355
14315,14359
14315,14361
14315,14386
14315,14390
14315,14394
14315,14396
14315,14398
14315,14402
14315,14404
14315,14408
14315,14410
14315,14412
14315,14414
14315,14416
14315,14418
14315,14420
14315,14422
14315,14424
14315,14426
14315,14428
14315,14432
14315,14436
14315,14438
14315,14442
14315,14444
14315,14446
14315,14448
14315,14450
14315,21370
14315,21372
14315,21374
14315,21376
14315,21378
14315,21380
14315,21382
14315,21384
14317,14345
14317,14347
14317,14349
14317,14353
14317,14355
14317,14359
14317,14361
14317,14386
14317,14390
14317,14394
14317,14396
14317,14398
14317,14402
14317,14404
14317,14408
14317,14410
14317,14412
14317,14414
14317,14416
14317,14418
14317,14420
14317,14422
14317,14424
14317,14426
14317,14428
14317,14432
14317,14436
14317,14438
14317,14442
14317,14444
14317,14446
14317,14448
14317,14450
14317,21370
14317,21372
14317,21374
14317,21376
14317,21378
14317,21380
14317,21382
14317,21384
14319,14345
14319,14347
14319,14349
14319,14353
14319,14355
14319,14359
14319,14361
14319,14386
14319,14390
14319,14394
14319,14396
14319,14398
14319,14402
14319,14404
14319,14408
14319,14410
14319,14412
14319,14414
14319,14416
14319,14418
14319,14420
14319,14422
14319,14424
14319,14426
14319,14428
14319,14432
14319,14436
14319,14438
14319,14442
14319,14444
14319,14446
14319,14448
14319,14450
14319,21370
14319,21372
14319,21374
14319,21376
14319,21378
14319,21380
14319,21382
14319,21384
14321,14345
14321,14347
14321,14349
14321,14353
14321,14355
14321,14359
14321,14361
14321,14386
14321,14390
14321,14394
14321,14396
14321,14398
14321,14402
14321,14404
14321,14408
14321,14410
14321,14412
14321,14414
14321,14416
14321,14418
14321,14420
14321,14422
14321,14424
14321,14426
14321,14428
14321,14432
14321,14436
14321,14438
14321,14442
14321,14444
14321,14446
14321,14448
14321,14450
14321,21370
14321,21372
14321,21374
14321,21376
14321,21378
14321,21380
14321,21382
14321,21384
14325,14345
14325,14347
14325,14349
14325,14353
14325,14355
14325,14359
14325,14361
14325,14386
14325,14390
14325,14394
14325,14396
14325,14398
14325,14402
14325,14404
14325,14408
14325,14410
14325,14412
14325,14414
14325,14416
14325,14418
14325,14420
14325,14422
14325,14424
14325,14426
14325,14428
14325,14432
14325,14436
14325,14438
14325,14442
14325,14444
14325,14446
14325,14448
14325,14450
14325,21370
14325,21372
14325,21374
14325,21376
14325,21378
14325,21380
14325,21382
14325,21384
14327,14345
14327,14347
14327,14349
14327,14353
14327,14355
14327,14359
14327,14361
14327,14386
14327,14390
14327,14394
14327,14396
14327,14398
14327,14402
14327,14404
14327,14408
14327,14410
14327,14412
14327,14414
14327,14416
14327,14418
14327,14420
14327,14422
14327,14424
14327,14426
14327,14428
14327,14432
14327,14436
14327,14438
14327,14442
14327,14444
14327,14446
14327,14448
14327,14450
14327,21370
14327,21372
14327,21374
14327,21376
14327,21378
14327,21380
14327,21382
14327,21384
14329,14345
14329,14347
14329,14349
14329,14353
14329,14355
14329,14359
14329,14361
14329,14386
14329,14390
14329,14394
14329,14396
14329,14398
14329,14402
14329,14404
14329,14408
14329,14410
14329,14412
14329,14414
14329,14416
14329,14418
14329,14420
14329,14422
14329,14424
14329,14426
14329,14428
14329,14432
14329,14436
14329,14438
14329,14442
14329,14444
14329,14446
14329,14448
14329,14450
14329,21370
14329,21372
14329,21374
14329,21376
14329,21378
14329,21380
14329,21382
14329,21384
14331,14345
14331,14347
14331,14349
14331,14353
14331,14355
14331,14359
14331,14361
14331,14386
14331,14390
14331,14394
14331,14396
14331,14398
14331,14402
14331,14404
14331,14408
14331,14410
14331,14412
14331,14414
14331,14416
14331,14418
14331,14420
14331,14422
14331,14424
14331,14426
14331,14428
14331,14432
14331,14436
14331,14438
14331,14442
14331,14444
14331,14446
14331,14448
14331,14450
14331,21370
14331,21372
14331,21374
14331,21376
14331,21378
14331,21380
14331,21382
14331,21384
14333,14345
14333,14347
14333,14349
14333,14353
14333,14355
14333,14359
14333,14361
14333,14386
14333,14390
14333,14394
14333,14396
14333,14398
14333,14402
14333,14404
14333,14408
14333,14410
14333,14412
14333,14414
14333,14416
14333,14418
14333,14420
14333,14422
14333,14424
14333,14426
